x	y	label
4884.4323	1160.7442	1
5190.0885	1171.2778	1
5186.9106	1461.537	1
4866.8094	1460.9518	1
5493.7224	1468.5594	1
5745.9321	1742.7256	1
5507.0118	1747.9924	1
4616.622	1752.3814	1
4887.6102	1752.9666	1
5164.6653	1750.9184	1
6022.6983	2017.7696	1
5749.3989	2037.959	1
6389.8902	2043.811	1
5481.5886	2044.6888	1
4883.5656	2049.0778	1
5185.1772	2057.2706	1
4551.0417	2054.052	1
6023.2761	2307.7362	1
5759.5104	2324.4144	1
4890.4992	2336.1184	1
6383.8233	2344.0186	1
6666.6564	2338.1666	1
5182.5771	2340.8	1
5467.4325	2338.4592	1
4015.9989	2352.504	1
4325.1219	2344.8964	1
4559.7087	2346.0668	1
6035.6988	2595.362	1
5721.9534	2612.3328	1
6913.6659	2627.8406	1
6399.7128	2633.4	1
4888.7658	2629.5962	1
5503.545	2624.622	1
3744.4329	2636.6186	1
6669.2565	2630.474	1
5149.3536	2629.011	1
4341.8781	2636.9112	1
4596.1101	2638.3742	1
4017.7323	2646.8596	1
6026.454	2889.1324	1
6367.0671	2920.148	1
5740.443	2911.9552	1
6661.1673	2916.3442	1
5489.9667	2917.8072	1
7207.7661	2921.611	1
6909.6213	2919.2702	1
4881.5433	2922.4888	1
4590.3321	2926.5852	1
4029.2883	2933.6076	1
5171.0211	2930.6816	1
3725.0766	2931.852	1
4315.0104	2933.6076	1
6021.2538	3175.2952	1
5756.6214	3192.5586	1
6655.6782	3198.9958	1
5474.9439	3201.3366	1
7511.9778	3202.507	1
5185.1772	3203.3848	1
6373.7118	3210.9924	1
4888.188	3208.359	1
3737.2104	3211.5776	1
4031.5995	3212.748	1
3463.0443	3211.5776	1
4594.9545	3211.8702	1
6921.7551	3210.4072	1
4314.4326	3215.674	1
7211.2329	3213.6258	1
6028.7652	3474.9176	0
5746.221	3491.3032	0
5493.1446	3495.6922	0
6376.6008	3503.2998	1
3179.3445	3505.9332	1
5167.2654	3500.6664	0
6662.034	3495.3996	1
3477.2004	3500.0812	1
7515.1557	3499.496	1
7219.0332	3502.7146	1
4031.8884	3507.1036	1
4322.5218	3506.5184	1
6913.377	3502.422	1
4580.2206	3511.4926	1
3727.6767	3512.9556	1
6014.0313	3764.299	0
5756.9103	3781.5624	0
7212.6774	3790.0478	1
3183.9669	3798.5332	1
3476.9115	3790.9256	1
5188.9329	3791.8034	0
5478.1218	3791.8034	0
6367.356	3796.485	0
6661.1673	3792.9738	1
4872.2985	3791.8034	0
7792.4997	3795.3146	1
6924.0663	3790.9256	1
7506.1998	3797.0702	1
3725.0766	3798.5332	1
4032.7551	3799.9962	1
4585.9986	3807.6038	0
4326.5664	3814.6262	0
6021.8316	4048.121	0
5747.9544	4065.3844	0
5487.9444	4072.4068	0
3195.8118	4085.8664	1
5173.9101	4082.3552	1
6369.9561	4087.0368	0
6663.7674	4079.4292	0
6929.2665	4082.0626	1
7208.055	4082.9404	1
3468.5334	4085.8664	1
4591.4877	4086.4516	0
4890.7881	4082.0626	1
3738.6549	4089.9628	0
7511.1111	4086.4516	1
4318.1883	4092.011	0
7761.2985	4087.9146	1
2837.2869	4346.573	1
6040.3212	4347.1582	0
6374.5785	4372.6144	0
7512.5556	4368.8106	1
8076.4884	4367.3476	1
6657.1227	4370.2736	0
7782.966	4368.2254	1
5740.1541	4371.7366	1
2545.209	4371.1514	0
6938.8002	4371.7366	1
5484.7665	4376.4182	0
5179.6881	4380.222	1
3716.9874	4377.8812	0
3174.1443	4384.611	1
3486.4452	4379.3442	1
4038.5331	4382.5628	0
4307.2101	4383.4406	0
4600.7325	4389.5852	1
7203.4326	4395.7298	1
4866.8094	4422.0638	1
2838.4425	4632.4432	1
6023.2761	4637.4174	1
2557.3428	4660.5328	0
4019.1768	4671.359	0
6379.4898	4662.8736	0
5762.3994	4661.118	1
7796.2554	4665.7996	1
5194.9998	4668.1404	1
2291.5548	4671.359	1
3184.2558	4680.137	1
7495.5105	4671.359	0
8062.6212	4672.822	1
4878.6543	4674.5776	0
4311.5436	4678.3814	0
7213.5441	4677.7962	1
4596.1101	4679.8444	0
5459.6322	4680.7222	1
6659.145	4681.6	0
3465.6444	4684.526	1
6924.0663	4684.8186	0
6013.4535	4926.2136	0
5762.1105	4943.7696	1
2000.3436	4953.1328	0
2559.9429	4954.0106	0
7503.8886	4952.5476	0
7788.4551	4951.6698	1
5473.7883	4951.9624	1
3186.2781	4964.5442	1
5177.088	4954.3032	1
6364.7559	4961.3256	0
6656.8338	4958.107	0
4595.8212	4959.8626	0
4880.9655	4959.2774	0
2296.1772	4961.033	1
4314.4326	4962.2034	0
3466.5111	4963.6664	0
3741.255	4964.5442	0
7206.0327	4966.2998	1
6931.5777	4966.0072	0
4026.1104	4970.3962	1
6020.9649	5221.447	0
3480.9561	5249.244	0
5762.6883	5246.318	0
6664.0563	5247.4884	0
5489.6778	5250.1218	0
6370.8228	5253.9256	0
7782.966	5249.8292	0
3177.6111	5261.5332	1
4872.0096	5252.4626	0
7502.1552	5252.7552	1
4599.5769	5255.9738	0
6926.9553	5252.17	0
7207.4772	5254.8034	1
5167.5543	5254.8034	0
3729.4101	5256.559	0
4318.4772	5262.9962	0
4023.2214	5266.5074	0
6033.9654	5509.658	0
6372.5562	5546.5256	0
5189.7996	5543.307	0
7495.7994	5546.233	0
3739.5216	5548.2812	0
4869.4095	5546.5256	0
6663.4785	5548.8664	0
7210.0773	5550.622	1
5752.8657	5560.5704	0
3452.6439	5562.326	0
5483.322	5561.7408	0
4041.1332	5560.5704	0
4303.4544	5572.2744	0
6939.378	5604.1678	0
6378.0453	5843.222	0
5522.6124	5840.8812	0
4872.8763	5838.5404	0
5184.5994	5840.8812	0
7510.5333	5838.833	1
4330.3221	5847.0258	0
6657.9894	5846.7332	0
7212.0996	5847.3184	1
3728.2545	5854.3408	1
4009.0653	5860.1928	0
6929.2665	5860.1928	0
5767.5996	6065.598	0
6032.232	6092.5172	0
5494.3002	6122.3624	0
4880.3877	6130.8478	0
5187.7773	6130.5552	0
6679.368	6130.5552	1
4598.9991	6137.5776	0
6363.3114	6141.3814	0
6919.4439	6132.6034	0
4324.833	6140.5036	0
4039.1109	6145.7704	0
7199.6769	6137.5776	1
3732.0102	6151.0372	1
6030.4986	6392.4322	0
5773.6665	6410.866	0
4881.8322	6417.3032	0
5189.5107	6423.1552	0
5475.2328	6424.033	0
6384.4011	6430.4702	1
4328.8776	6428.422	0
4603.0437	6427.5442	0
7228.5669	6430.4702	0
6670.1232	6434.274	0
6921.1773	6442.7594	0
6036.2766	6686.2026	0
5181.9993	6715.7552	0
5756.3325	6707.5624	0
5494.5891	6710.4884	0
6660.5895	6713.9996	1
6382.9566	6722.485	0
6928.1109	6719.2664	0
6030.4986	6979.0952	0
6383.5344	7001.918	0
6666.6564	7300.6626	0
