x	y	label
5168.421	2328.5108	0
4882.9878	2329.6812	0
3475.1781	2343.1408	0
4571.5536	2339.337	0
3740.6772	2347.2372	0
4320.4995	2343.4334	0
3201.8787	2354.2596	0
4008.4875	2356.893	0
6036.8544	2597.4102	0
5736.1095	2611.1624	0
5476.9662	2620.5256	0
4880.6766	2627.548	0
6389.0235	2634.5704	0
3745.8774	2633.4	1
5168.421	2627.548	0
4591.4877	2632.2296	0
4330.3221	2634.5704	0
4010.2209	2636.9112	0
6036.8544	2887.0842	0
5741.3097	2905.8106	0
5181.4215	2911.6626	0
6663.4785	2913.1256	0
5470.3215	2919.8554	0
4880.6766	2914.8812	0
3172.6998	2926.2926	0
3439.6434	2921.0258	0
4311.5436	2921.0258	0
6376.3119	2929.2186	0
4006.1763	2924.2444	0
4588.3098	2923.6592	0
3760.6113	2924.2444	0
6022.4094	3177.0508	0
5751.7101	3193.729	0
5198.1777	3204.8478	0
8369.7219	3203.3848	0
3454.0884	3207.4812	0
4593.51	3208.0664	0
4873.743	3208.0664	0
7212.6774	3209.2368	0
3735.477	3212.4554	0
6388.1568	3212.4554	1
4317.6105	3214.211	0
6936.7779	3211.285	1
3181.6557	3228.841	0
4026.9771	3221.526	0
6655.6782	3217.137	1
6031.6542	3471.4064	0
5748.2433	3485.4512	0
5185.1772	3493.0588	0
8089.7778	3495.9848	0
4865.076	3495.3996	0
5482.7442	3498.6182	0
7216.1442	3496.2774	1
3726.2322	3497.7404	0
4602.4659	3498.033	0
6678.7902	3496.57	0
7794.8109	3497.4478	0
8366.2551	3495.3996	1
3454.6662	3499.7886	0
7519.7781	3499.496	1
3182.8113	3508.5666	0
6932.4444	3495.107	0
4021.7769	3503.2998	0
4312.4103	3505.348	0
6369.9561	3510.9074	0
6033.3876	3777.7586	0
7227.9891	3783.9032	1
8060.5989	3779.8068	1
7507.3554	3785.6588	1
6378.0453	3792.096	1
6664.0563	3786.8292	1
7805.2113	3787.9996	1
4883.5656	3793.8516	0
5738.1318	3789.4626	0
6929.8443	3789.17	0
4589.4654	3793.2664	0
5495.4558	3797.3628	0
5178.8214	3806.1408	0
4321.6551	3809.9446	0
3456.1107	3809.652	0
3729.9879	3812.8706	0
3182.2335	3822.2338	0
4031.5995	3816.0892	0
6029.9208	4051.9248	0
2827.7532	4056.0212	0
5750.5545	4068.0178	0
5490.2556	4080.8922	0
8086.311	4071.529	0
3468.8223	4083.233	0
4599.5769	4080.5996	0
4868.2539	4080.307	0
5186.0439	4082.9404	0
7522.956	4079.7218	1
4317.8994	4083.8182	0
6935.9112	4085.2812	1
4010.7987	4087.622	0
7201.6992	4084.696	1
7780.9437	4084.4034	1
3182.2335	4096.6926	0
3737.7882	4089.085	0
6369.3783	4096.9852	0
6027.3207	4338.9654	0
2827.7532	4345.9878	0
5741.3097	4359.1548	0
6676.7679	4363.8364	0
5489.1	4365.592	0
7237.5228	4367.3476	1
3472.2891	4370.8588	0
4876.0542	4370.2736	0
6920.5995	4369.3958	0
7794.522	4371.444	1
3757.1445	4369.6884	0
4325.9886	4370.8588	0
4599.8658	4372.0292	0
5172.1767	4374.6626	0
3992.8869	4377.0034	0
7509.3777	4378.4664	1
6371.6895	4383.4406	0
3164.3217	4393.389	0
2821.1085	4640.9286	0
6037.1433	4649.414	0
4034.7774	4644.1472	0
7789.3218	4667.8478	1
5514.5232	4666.97	0
4887.3213	4668.1404	0
5733.2205	4671.9442	0
7522.6671	4671.359	1
4594.6656	4676.9184	0
5163.5097	4676.6258	0
4313.5659	4680.137	0
3174.1443	4694.767	0
7204.5882	4687.452	1
6390.468	4694.4744	0
6947.1783	4687.7446	1
6642.9666	4692.7188	0
3471.7113	4691.5484	0
3710.3427	4692.7188	0
2832.3756	4927.6766	0
6026.454	4931.773	0
5494.5891	4949.0364	0
5748.5322	4949.9142	0
4879.2321	4951.6698	0
3181.6557	4969.2258	0
7533.6453	4954.8884	0
5173.3323	4957.8144	0
7780.077	4959.57	0
6674.1678	4960.7404	0
3460.7331	4963.3738	0
4018.0212	4961.9108	0
4325.1219	4963.6664	0
3732.588	4967.1776	0
6924.6441	4967.4702	1
4584.2652	4975.0778	0
7212.3885	4971.8592	0
6381.2232	4987.367	0
6030.4986	5225.2508	0
2830.9311	5242.2216	0
4872.0096	5234.9066	0
5478.6996	5241.929	0
5748.2433	5243.6846	0
5190.6663	5244.5624	0
6377.1786	5250.4144	0
4609.9773	5246.0254	0
3453.2217	5250.707	1
4294.2096	5249.8292	0
7221.6333	5248.0736	0
7516.6002	5248.0736	0
3737.2104	5251.5848	1
6938.8002	5250.9996	0
3179.9223	5262.9962	1
4029.5772	5255.096	0
6656.5449	5259.7776	0
2828.9088	5512.2914	1
6035.6988	5523.9954	1
5746.7988	5538.6254	1
4874.6097	5543.307	1
5486.211	5544.77	1
5184.3105	5547.696	0
7498.3995	5548.5738	0
6672.4344	5550.9146	1
4320.7884	5555.011	1
4022.3547	5558.2296	0
6368.2227	5561.7408	1
4585.4208	5557.937	1
3721.6098	5563.789	1
6946.0227	5564.9594	1
7204.0104	5565.5446	1
3177.0333	5574.6152	1
3470.2668	5570.5188	1
6036.2766	5800.5024	1
5755.4658	5825.666	1
4883.5656	5832.1032	0
5188.644	5832.981	1
5474.0772	5833.2736	1
4325.1219	5836.1996	0
3462.4665	5842.0516	1
7225.6779	5836.4922	1
4584.5541	5836.7848	0
3748.1886	5841.1738	1
4005.8874	5844.9776	0
6925.7997	5845.5628	1
3172.6998	5862.8262	1
6369.9561	5864.5818	1
5760.0882	6112.1214	1
6675.9012	6118.8512	1
6033.6765	6128.2144	1
6928.3998	6123.5328	1
4878.0765	6127.6292	1
7216.4331	6123.5328	1
4607.955	6129.3848	1
6364.467	6133.4812	1
5489.1	6135.2368	1
5197.8888	6137.285	1
3749.6331	6142.8444	1
4305.4767	6144.3074	1
3448.0215	6147.526	1
4025.2437	6149.5742	1
6036.8544	6386.5802	1
4874.0319	6412.0364	1
5755.1769	6412.6216	1
5190.6663	6417.0106	1
4608.8217	6420.8144	1
5482.7442	6430.7628	1
4322.5218	6431.9332	1
3734.6103	6433.1036	1
